s1_8.jpg vs s2_4.jpg;[18, 18, 18, 18, 19, 20, 16, 17];
s1_12.jpg vs s1_9.jpg;[27, 24, 27, 24, 33, 30, 34, 33];
s1_12.jpg vs s2_11.jpg;[25, 21, 25, 21, 24, 20, 28, 24];
s1_12.jpg vs s1_15.jpg;[0, 0, 0, 0, 0, 0, 0, 0];1
s1_12.jpg vs s1_13.jpg;[33, 27, 33, 27, 29, 31, 27, 25];
s1_12.jpg vs s2_2.jpg;[17, 21, 17, 21, 26, 23, 24, 25];
s2_12.jpg vs s1_10.jpg;[11, 8, 11, 8, 13, 15, 14, 12];
s2_12.jpg vs s1_7.jpg;[15, 14, 15, 14, 17, 20, 19, 20];
s2_12.jpg vs s2_14.jpg;[15, 15, 15, 15, 25, 26, 19, 20];
s2_12.jpg vs s2_3.jpg;[7, 7, 7, 7, 12, 13, 9, 9];
s2_12.jpg vs s2_5.jpg;[11, 13, 11, 13, 17, 18, 13, 12];
s2_12.jpg vs s2_9.jpg;[10, 8, 10, 8, 13, 15, 14, 12];
s2_12.jpg vs s2_13.jpg;[21, 21, 21, 21, 23, 25, 22, 25];
s2_12.jpg vs s1_4.jpg;[7, 7, 7, 7, 13, 12, 11, 9];
s2_12.jpg vs s2_6.jpg;[15, 14, 15, 14, 20, 21, 19, 18];
s2_12.jpg vs s1_2.jpg;[9, 11, 9, 11, 14, 16, 11, 14];
s2_12.jpg vs s1_3.jpg;[11, 13, 11, 13, 15, 17, 12, 12];
s2_12.jpg vs s1_11.jpg;[28, 29, 28, 29, 30, 30, 33, 33];
s2_12.jpg vs s2_10.jpg;[27, 28, 27, 28, 30, 28, 31, 32];
s2_12.jpg vs s3_2.jpg;[33, 28, 33, 28, 29, 25, 26, 23];
s2_12.jpg vs s2_1.jpg;[10, 10, 10, 10, 13, 14, 9, 7];
s2_12.jpg vs s2_15.jpg;[20, 22, 20, 22, 31, 31, 28, 32];
s2_12.jpg vs s2_7.jpg;[18, 21, 18, 21, 17, 22, 21, 21];
s2_12.jpg vs s1_6.jpg;[12, 13, 12, 13, 17, 18, 16, 15];
s2_12.jpg vs s1_9.jpg;[19, 17, 19, 17, 18, 18, 23, 22];
s2_12.jpg vs s2_11.jpg;[11, 10, 11, 10, 11, 10, 15, 15];
s2_12.jpg vs s1_15.jpg;[14, 15, 14, 15, 21, 20, 21, 23];
s2_12.jpg vs s1_13.jpg;[21, 20, 21, 20, 20, 25, 20, 22];
s2_12.jpg vs s2_2.jpg;[11, 14, 11, 14, 15, 17, 11, 12];
s1_10.jpg vs s1_7.jpg;[12, 10, 12, 10, 8, 11, 11, 14];
s1_10.jpg vs s2_14.jpg;[20, 15, 20, 15, 22, 21, 23, 22];
s1_10.jpg vs s2_3.jpg;[8, 3, 8, 3, 15, 14, 13, 13];
s1_10.jpg vs s2_5.jpg;[10, 9, 10, 9, 22, 23, 19, 20];
s1_10.jpg vs s2_9.jpg;[1, 0, 1, 0, 0, 0, 0, 0];1
s1_10.jpg vs s2_13.jpg;[18, 19, 18, 19, 20, 20, 20, 23];
s1_10.jpg vs s1_4.jpg;[8, 5, 8, 5, 16, 15, 15, 13];
s1_10.jpg vs s2_6.jpg;[12, 10, 12, 10, 11, 10, 11, 12];
s1_10.jpg vs s1_2.jpg;[14, 15, 14, 15, 15, 17, 17, 18];
s1_10.jpg vs s1_3.jpg;[16, 15, 16, 15, 20, 20, 22, 20];
s1_10.jpg vs s1_11.jpg;[29, 31, 29, 31, 23, 23, 23, 23];
s1_10.jpg vs s2_10.jpg;[30, 30, 30, 30, 23, 21, 23, 24];
s1_10.jpg vs s3_2.jpg;[32, 28, 32, 28, 34, 28, 34, 29];
s1_10.jpg vs s2_1.jpg;[9, 8, 9, 8, 10, 13, 13, 13];
s1_10.jpg vs s2_15.jpg;[23, 24, 23, 24, 30, 26, 30, 32];
s1_10.jpg vs s2_7.jpg;[17, 17, 17, 17, 16, 15, 19, 19];
s1_10.jpg vs s1_6.jpg;[9, 9, 9, 9, 22, 23, 22, 23];
s1_10.jpg vs s1_9.jpg;[14, 13, 14, 13, 17, 17, 15, 16];
s1_10.jpg vs s2_11.jpg;[16, 14, 16, 14, 14, 15, 13, 13];
s1_10.jpg vs s1_15.jpg;[19, 15, 19, 15, 16, 15, 21, 21];
s1_10.jpg vs s1_13.jpg;[18, 18, 18, 18, 19, 24, 20, 22];
s1_10.jpg vs s2_2.jpg;[16, 16, 16, 16, 22, 22, 21, 20];
s1_7.jpg vs s2_14.jpg;[20, 19, 20, 19, 22, 24, 20, 24];
s1_7.jpg vs s2_3.jpg;[12, 9, 12, 9, 17, 19, 16, 19];
s1_7.jpg vs s2_5.jpg;[12, 11, 12, 11, 22, 24, 20, 26];
s1_7.jpg vs s2_9.jpg;[11, 10, 11, 10, 8, 11, 11, 14];
s1_7.jpg vs s2_13.jpg;[16, 17, 16, 17, 20, 23, 21, 27];
s1_7.jpg vs s1_4.jpg;[12, 9, 12, 9, 18, 20, 16, 21];
s1_7.jpg vs s2_6.jpg;[0, 0, 0, 0, 7, 9, 8, 8];1
s1_7.jpg vs s1_2.jpg;[20, 23, 20, 23, 15, 20, 20, 24];
s1_7.jpg vs s1_3.jpg;[16, 17, 16, 17, 20, 23, 23, 26];
s1_7.jpg vs s1_11.jpg;[33, 37, 33, 37, 23, 24, 28, 27];
s1_7.jpg vs s2_10.jpg;[34, 36, 34, 36, 23, 24, 30, 30];
s1_7.jpg vs s3_2.jpg;[36, 30, 36, 30, 34, 31, 29, 33];
s1_7.jpg vs s2_1.jpg;[7, 8, 7, 8, 12, 16, 12, 17];
s1_7.jpg vs s2_15.jpg;[23, 28, 23, 28, 26, 25, 23, 26];
s1_7.jpg vs s2_7.jpg;[13, 15, 13, 15, 16, 18, 14, 17];
s1_7.jpg vs s1_6.jpg;[13, 11, 13, 11, 22, 24, 19, 25];
s1_7.jpg vs s1_9.jpg;[14, 13, 14, 13, 17, 14, 20, 18];
s1_7.jpg vs s2_11.jpg;[20, 18, 20, 18, 18, 20, 22, 25];
s1_7.jpg vs s1_15.jpg;[23, 19, 23, 19, 20, 20, 18, 19];
s1_7.jpg vs s1_13.jpg;[16, 16, 16, 16, 21, 27, 21, 24];
s1_7.jpg vs s2_2.jpg;[16, 16, 16, 16, 24, 27, 24, 28];
s2_14.jpg vs s2_3.jpg;[18, 16, 18, 16, 23, 23, 18, 21];
s2_14.jpg vs s2_5.jpg;[20, 18, 20, 18, 24, 24, 22, 24];
s2_14.jpg vs s2_9.jpg;[21, 15, 21, 15, 22, 21, 23, 22];
s2_14.jpg vs s2_13.jpg;[32, 28, 32, 28, 28, 27, 31, 33];
s2_14.jpg vs s1_4.jpg;[18, 16, 18, 16, 24, 24, 16, 19];
s2_14.jpg vs s2_6.jpg;[20, 19, 20, 19, 17, 15, 26, 26];
s2_14.jpg vs s1_2.jpg;[16, 14, 16, 14, 19, 20, 16, 18];
s2_14.jpg vs s1_3.jpg;[20, 20, 20, 20, 18, 17, 19, 20];
s2_14.jpg vs s1_11.jpg;[33, 32, 33, 32, 31, 30, 32, 31];
s2_14.jpg vs s2_10.jpg;[32, 31, 32, 31, 31, 28, 30, 30];
s2_14.jpg vs s3_2.jpg;[26, 27, 26, 27, 24, 21, 21, 19];
s2_14.jpg vs s2_1.jpg;[19, 17, 19, 17, 18, 16, 18, 19];
s2_14.jpg vs s2_15.jpg;[27, 33, 27, 33, 28, 29, 29, 30];
s2_14.jpg vs s2_7.jpg;[21, 26, 21, 26, 16, 18, 20, 19];
s2_14.jpg vs s1_6.jpg;[19, 18, 19, 18, 26, 24, 23, 25];
s2_14.jpg vs s1_9.jpg;[28, 24, 28, 24, 35, 34, 34, 34];
s2_14.jpg vs s2_11.jpg;[26, 21, 26, 21, 26, 24, 28, 25];
s2_14.jpg vs s1_15.jpg;[3, 0, 3, 0, 8, 8, 8, 7];1
s2_14.jpg vs s1_13.jpg;[32, 27, 32, 27, 29, 29, 29, 30];
s2_14.jpg vs s2_2.jpg;[20, 21, 20, 21, 24, 21, 20, 22];
s2_3.jpg vs s2_5.jpg;[8, 8, 8, 8, 11, 11, 10, 11];
s2_3.jpg vs s2_9.jpg;[7, 3, 7, 3, 15, 14, 13, 13];
s2_3.jpg vs s2_13.jpg;[20, 20, 20, 20, 23, 24, 23, 26];
s2_3.jpg vs s1_4.jpg;[0, 2, 0, 2, 1, 1, 2, 2];1
s2_3.jpg vs s2_6.jpg;[12, 9, 12, 9, 18, 18, 18, 19];
s2_3.jpg vs s1_2.jpg;[12, 14, 12, 14, 12, 13, 14, 17];
s2_3.jpg vs s1_3.jpg;[10, 14, 10, 14, 13, 14, 11, 11];
s2_3.jpg vs s1_11.jpg;[27, 30, 27, 30, 38, 37, 34, 34];
s2_3.jpg vs s2_10.jpg;[26, 29, 26, 29, 38, 35, 32, 33];
s2_3.jpg vs s3_2.jpg;[28, 27, 28, 27, 23, 18, 27, 20];
s2_3.jpg vs s2_1.jpg;[7, 7, 7, 7, 11, 11, 8, 10];
s2_3.jpg vs s2_15.jpg;[19, 25, 19, 25, 31, 30, 29, 33];
s2_3.jpg vs s2_7.jpg;[17, 18, 17, 18, 13, 17, 18, 18];
s2_3.jpg vs s1_6.jpg;[9, 8, 9, 8, 11, 11, 13, 14];
s2_3.jpg vs s1_9.jpg;[16, 12, 16, 12, 24, 23, 22, 23];
s2_3.jpg vs s2_11.jpg;[12, 13, 12, 13, 19, 17, 16, 18];
s2_3.jpg vs s1_15.jpg;[17, 16, 17, 16, 23, 21, 22, 24];
s2_3.jpg vs s1_13.jpg;[20, 19, 20, 19, 20, 24, 23, 25];
s2_3.jpg vs s2_2.jpg;[10, 15, 10, 15, 7, 10, 10, 11];
s2_5.jpg vs s2_9.jpg;[11, 9, 11, 9, 22, 23, 19, 20];
s2_5.jpg vs s2_13.jpg;[16, 16, 16, 16, 18, 21, 19, 23];
s2_5.jpg vs s1_4.jpg;[8, 10, 8, 10, 12, 10, 10, 9];
s2_5.jpg vs s2_6.jpg;[12, 11, 12, 11, 19, 21, 24, 26];
s2_5.jpg vs s1_2.jpg;[18, 22, 18, 22, 19, 22, 18, 22];
s2_5.jpg vs s1_3.jpg;[12, 16, 12, 16, 16, 17, 11, 12];
s2_5.jpg vs s1_11.jpg;[33, 38, 33, 38, 43, 46, 42, 43];
s2_5.jpg vs s2_10.jpg;[32, 37, 32, 37, 45, 44, 40, 42];
s2_5.jpg vs s3_2.jpg;[32, 33, 32, 33, 28, 23, 25, 21];
s2_5.jpg vs s2_1.jpg;[7, 9, 7, 9, 12, 14, 10, 13];
s2_5.jpg vs s2_15.jpg;[25, 25, 25, 25, 32, 33, 33, 32];
s2_5.jpg vs s2_7.jpg;[17, 20, 17, 20, 16, 20, 18, 23];
s2_5.jpg vs s1_6.jpg;[1, 0, 1, 0, 4, 2, 3, 3];1
s2_5.jpg vs s1_9.jpg;[14, 8, 14, 8, 23, 24, 20, 22];
s2_5.jpg vs s2_11.jpg;[14, 15, 14, 15, 26, 26, 22, 25];
s2_5.jpg vs s1_15.jpg;[19, 18, 19, 18, 30, 28, 26, 27];
s2_5.jpg vs s1_13.jpg;[16, 15, 16, 15, 15, 17, 17, 20];
s2_5.jpg vs s2_2.jpg;[12, 17, 12, 17, 14, 13, 10, 12];
s2_9.jpg vs s2_13.jpg;[17, 19, 17, 19, 20, 20, 20, 23];
s2_9.jpg vs s1_4.jpg;[7, 5, 7, 5, 16, 15, 15, 13];
s2_9.jpg vs s2_6.jpg;[11, 10, 11, 10, 11, 10, 11, 12];
s2_9.jpg vs s1_2.jpg;[13, 15, 13, 15, 15, 17, 17, 18];
s2_9.jpg vs s1_3.jpg;[15, 15, 15, 15, 20, 20, 22, 20];
s2_9.jpg vs s1_11.jpg;[28, 31, 28, 31, 23, 23, 23, 23];
s2_9.jpg vs s2_10.jpg;[29, 30, 29, 30, 23, 21, 23, 24];
s2_9.jpg vs s3_2.jpg;[33, 28, 33, 28, 34, 28, 34, 29];
s2_9.jpg vs s2_1.jpg;[8, 8, 8, 8, 10, 13, 13, 13];
s2_9.jpg vs s2_15.jpg;[22, 24, 22, 24, 30, 26, 30, 32];
s2_9.jpg vs s2_7.jpg;[18, 17, 18, 17, 16, 15, 19, 19];
s2_9.jpg vs s1_6.jpg;[10, 9, 10, 9, 22, 23, 22, 23];
s2_9.jpg vs s1_9.jpg;[13, 13, 13, 13, 17, 17, 15, 16];
s2_9.jpg vs s2_11.jpg;[15, 14, 15, 14, 14, 15, 13, 13];
s2_9.jpg vs s1_15.jpg;[20, 15, 20, 15, 16, 15, 21, 21];
s2_9.jpg vs s1_13.jpg;[17, 18, 17, 18, 19, 24, 20, 22];
s2_9.jpg vs s2_2.jpg;[15, 16, 15, 16, 22, 22, 21, 20];
s2_13.jpg vs s1_4.jpg;[20, 22, 20, 22, 22, 23, 23, 24];
s2_13.jpg vs s2_6.jpg;[16, 17, 16, 17, 19, 22, 21, 25];
s2_13.jpg vs s1_2.jpg;[28, 28, 28, 28, 25, 29, 27, 33];
s2_13.jpg vs s1_3.jpg;[22, 20, 22, 20, 22, 22, 20, 21];
s2_13.jpg vs s1_11.jpg;[31, 34, 31, 34, 31, 29, 31, 30];
s2_13.jpg vs s2_10.jpg;[30, 33, 30, 33, 31, 29, 33, 35];
s2_13.jpg vs s3_2.jpg;[40, 35, 40, 35, 36, 32, 36, 34];
s2_13.jpg vs s2_1.jpg;[17, 17, 17, 17, 20, 21, 21, 24];
s2_13.jpg vs s2_15.jpg;[27, 21, 27, 21, 32, 32, 30, 27];
s2_13.jpg vs s2_7.jpg;[23, 24, 23, 24, 22, 23, 21, 24];
s2_13.jpg vs s1_6.jpg;[17, 16, 17, 16, 18, 21, 18, 20];
s2_13.jpg vs s1_9.jpg;[20, 18, 20, 18, 25, 29, 25, 29];
s2_13.jpg vs s2_11.jpg;[20, 21, 20, 21, 28, 25, 27, 24];
s2_13.jpg vs s1_15.jpg;[33, 28, 33, 28, 28, 27, 27, 30];
s2_13.jpg vs s1_13.jpg;[0, 3, 0, 3, 7, 8, 8, 7];1
s2_13.jpg vs s2_2.jpg;[22, 21, 22, 21, 24, 22, 21, 23];
s1_4.jpg vs s2_6.jpg;[12, 9, 12, 9, 19, 19, 18, 19];
s1_4.jpg vs s1_2.jpg;[12, 14, 12, 14, 13, 14, 14, 15];
s1_4.jpg vs s1_3.jpg;[10, 14, 10, 14, 14, 15, 9, 9];
s1_4.jpg vs s1_11.jpg;[27, 30, 27, 30, 39, 38, 36, 36];
s1_4.jpg vs s2_10.jpg;[26, 29, 26, 29, 39, 36, 34, 35];
s1_4.jpg vs s3_2.jpg;[28, 27, 28, 27, 24, 19, 25, 20];
s1_4.jpg vs s2_1.jpg;[7, 7, 7, 7, 12, 12, 8, 8];
s1_4.jpg vs s2_15.jpg;[19, 25, 19, 25, 32, 31, 29, 33];
s1_4.jpg vs s2_7.jpg;[17, 20, 17, 20, 14, 18, 16, 16];
s1_4.jpg vs s1_6.jpg;[9, 10, 9, 10, 10, 10, 13, 12];
s1_4.jpg vs s1_9.jpg;[16, 12, 16, 12, 25, 24, 24, 23];
s1_4.jpg vs s2_11.jpg;[12, 13, 12, 13, 20, 18, 18, 18];
s1_4.jpg vs s1_15.jpg;[17, 16, 17, 16, 24, 22, 20, 24];
s1_4.jpg vs s1_13.jpg;[20, 21, 20, 21, 21, 23, 23, 23];
s1_4.jpg vs s2_2.jpg;[10, 15, 10, 15, 8, 11, 8, 9];
s2_6.jpg vs s1_2.jpg;[20, 23, 20, 23, 18, 21, 20, 22];
s2_6.jpg vs s1_3.jpg;[16, 17, 16, 17, 17, 18, 23, 22];
s2_6.jpg vs s1_11.jpg;[33, 37, 33, 37, 30, 29, 26, 25];
s2_6.jpg vs s2_10.jpg;[34, 36, 34, 36, 30, 27, 28, 28];
s2_6.jpg vs s3_2.jpg;[36, 30, 36, 30, 33, 30, 33, 33];
s2_6.jpg vs s2_1.jpg;[7, 8, 7, 8, 9, 9, 14, 13];
s2_6.jpg vs s2_15.jpg;[23, 28, 23, 28, 29, 28, 27, 30];
s2_6.jpg vs s2_7.jpg;[13, 15, 13, 15, 11, 13, 14, 15];
s2_6.jpg vs s1_6.jpg;[13, 11, 13, 11, 19, 21, 23, 25];
s2_6.jpg vs s1_9.jpg;[14, 13, 14, 13, 18, 19, 18, 18];
s2_6.jpg vs s2_11.jpg;[20, 18, 20, 18, 21, 21, 18, 21];
s2_6.jpg vs s1_15.jpg;[23, 19, 23, 19, 23, 21, 18, 19];
s2_6.jpg vs s1_13.jpg;[16, 16, 16, 16, 20, 24, 23, 22];
s2_6.jpg vs s2_2.jpg;[16, 16, 16, 16, 23, 22, 24, 24];
s1_2.jpg vs s1_3.jpg;[16, 16, 16, 16, 15, 17, 15, 16];
s1_2.jpg vs s1_11.jpg;[21, 20, 21, 20, 28, 28, 28, 27];
s1_2.jpg vs s2_10.jpg;[22, 19, 22, 19, 28, 26, 26, 24];
s1_2.jpg vs s3_2.jpg;[28, 29, 28, 29, 25, 21, 25, 21];
s1_2.jpg vs s2_1.jpg;[15, 19, 15, 19, 15, 18, 14, 15];
s1_2.jpg vs s2_15.jpg;[25, 27, 25, 27, 31, 29, 33, 34];
s1_2.jpg vs s2_7.jpg;[21, 26, 21, 26, 15, 18, 22, 25];
s1_2.jpg vs s1_6.jpg;[17, 22, 17, 22, 19, 22, 21, 25];
s1_2.jpg vs s1_9.jpg;[22, 26, 22, 26, 24, 26, 26, 28];
s1_2.jpg vs s2_11.jpg;[18, 17, 18, 17, 17, 20, 18, 21];
s1_2.jpg vs s1_15.jpg;[13, 14, 13, 14, 19, 18, 18, 19];
s1_2.jpg vs s1_13.jpg;[28, 27, 28, 27, 20, 27, 25, 30];
s1_2.jpg vs s2_2.jpg;[16, 17, 16, 17, 13, 15, 14, 16];
s1_3.jpg vs s1_11.jpg;[27, 28, 27, 28, 33, 33, 39, 37];
s1_3.jpg vs s2_10.jpg;[26, 27, 26, 27, 33, 31, 37, 36];
s1_3.jpg vs s3_2.jpg;[26, 27, 26, 27, 20, 18, 22, 17];
s1_3.jpg vs s2_1.jpg;[13, 11, 13, 11, 12, 13, 13, 11];
s1_3.jpg vs s2_15.jpg;[19, 21, 19, 21, 30, 32, 30, 32];
s1_3.jpg vs s2_7.jpg;[15, 16, 15, 16, 12, 15, 15, 17];
s1_3.jpg vs s1_6.jpg;[13, 16, 13, 16, 14, 15, 12, 11];
s1_3.jpg vs s1_9.jpg;[24, 22, 24, 22, 31, 31, 29, 28];
s1_3.jpg vs s2_11.jpg;[16, 17, 16, 17, 20, 19, 21, 21];
s1_3.jpg vs s1_15.jpg;[17, 20, 17, 20, 22, 19, 23, 23];
s1_3.jpg vs s1_13.jpg;[22, 19, 22, 19, 19, 24, 18, 20];
s1_3.jpg vs s2_2.jpg;[0, 1, 0, 1, 6, 4, 1, 2];1
s1_11.jpg vs s2_10.jpg;[1, 1, 1, 1, 4, 2, 4, 5];1
s1_11.jpg vs s3_2.jpg;[27, 29, 27, 29, 35, 35, 33, 36];
s1_11.jpg vs s2_1.jpg;[30, 35, 30, 35, 33, 34, 36, 34];
s1_11.jpg vs s2_15.jpg;[26, 25, 26, 25, 29, 29, 29, 29];
s1_11.jpg vs s2_7.jpg;[30, 36, 30, 36, 33, 30, 34, 30];
s1_11.jpg vs s1_6.jpg;[34, 38, 34, 38, 43, 46, 45, 46];
s1_11.jpg vs s1_9.jpg;[39, 42, 39, 42, 32, 30, 32, 31];
s1_11.jpg vs s2_11.jpg;[27, 29, 27, 29, 27, 26, 26, 24];
s1_11.jpg vs s1_15.jpg;[30, 32, 30, 32, 25, 24, 30, 28];
s1_11.jpg vs s1_13.jpg;[31, 35, 31, 35, 32, 35, 33, 31];
s1_11.jpg vs s2_2.jpg;[27, 27, 27, 27, 37, 37, 38, 37];
s2_10.jpg vs s3_2.jpg;[26, 30, 26, 30, 33, 33, 31, 33];
s2_10.jpg vs s2_1.jpg;[31, 34, 31, 34, 33, 32, 34, 33];
s2_10.jpg vs s2_15.jpg;[27, 24, 27, 24, 31, 29, 29, 30];
s2_10.jpg vs s2_7.jpg;[31, 35, 31, 35, 33, 30, 34, 35];
s2_10.jpg vs s1_6.jpg;[33, 37, 33, 37, 45, 44, 43, 45];
s2_10.jpg vs s1_9.jpg;[40, 41, 40, 41, 34, 32, 36, 36];
s2_10.jpg vs s2_11.jpg;[26, 28, 26, 28, 27, 24, 26, 23];
s2_10.jpg vs s1_15.jpg;[29, 31, 29, 31, 25, 22, 28, 27];
s2_10.jpg vs s1_13.jpg;[30, 34, 30, 34, 32, 33, 31, 34];
s2_10.jpg vs s2_2.jpg;[26, 26, 26, 26, 37, 35, 36, 34];
s3_2.jpg vs s2_1.jpg;[33, 28, 33, 28, 28, 25, 25, 24];
s3_2.jpg vs s2_15.jpg;[39, 40, 39, 40, 40, 40, 36, 41];
s3_2.jpg vs s2_7.jpg;[35, 31, 35, 31, 28, 27, 29, 28];
s3_2.jpg vs s1_6.jpg;[31, 33, 31, 33, 28, 21, 26, 22];
s3_2.jpg vs s1_9.jpg;[38, 37, 38, 37, 43, 37, 41, 35];
s3_2.jpg vs s2_11.jpg;[30, 28, 30, 28, 30, 25, 29, 24];
s3_2.jpg vs s1_15.jpg;[23, 27, 23, 27, 28, 21, 25, 20];
s3_2.jpg vs s1_13.jpg;[40, 34, 40, 34, 31, 32, 30, 31];
s3_2.jpg vs s2_2.jpg;[26, 26, 26, 26, 22, 18, 23, 17];
s2_1.jpg vs s2_15.jpg;[22, 26, 22, 26, 30, 29, 27, 29];
s2_1.jpg vs s2_7.jpg;[12, 15, 12, 15, 10, 12, 14, 16];
s2_1.jpg vs s1_6.jpg;[8, 9, 8, 9, 12, 14, 9, 12];
s2_1.jpg vs s1_9.jpg;[15, 13, 15, 13, 21, 22, 20, 21];
s2_1.jpg vs s2_11.jpg;[15, 16, 15, 16, 16, 16, 16, 16];
s2_1.jpg vs s1_15.jpg;[20, 17, 20, 17, 22, 20, 18, 20];
s2_1.jpg vs s1_13.jpg;[17, 16, 17, 16, 21, 23, 19, 21];
s2_1.jpg vs s2_2.jpg;[13, 12, 13, 12, 16, 15, 14, 13];
s2_15.jpg vs s2_7.jpg;[20, 25, 20, 25, 24, 23, 23, 23];
s2_15.jpg vs s1_6.jpg;[26, 25, 26, 25, 30, 33, 30, 31];
s2_15.jpg vs s1_9.jpg;[25, 27, 25, 27, 35, 33, 35, 32];
s2_15.jpg vs s2_11.jpg;[19, 24, 19, 24, 30, 33, 29, 31];
s2_15.jpg vs s1_15.jpg;[28, 33, 28, 33, 28, 27, 27, 31];
s2_15.jpg vs s1_13.jpg;[27, 24, 27, 24, 31, 34, 30, 28];
s2_15.jpg vs s2_2.jpg;[19, 22, 19, 22, 32, 32, 31, 32];
s2_7.jpg vs s1_6.jpg;[18, 20, 18, 20, 18, 20, 17, 22];
s2_7.jpg vs s1_9.jpg;[23, 22, 23, 22, 27, 26, 28, 29];
s2_7.jpg vs s2_11.jpg;[25, 27, 25, 27, 22, 24, 28, 28];
s2_7.jpg vs s1_15.jpg;[22, 26, 22, 26, 20, 22, 18, 20];
s2_7.jpg vs s1_13.jpg;[23, 23, 23, 23, 23, 27, 25, 25];
s2_7.jpg vs s2_2.jpg;[15, 17, 15, 17, 14, 15, 16, 19];
s1_6.jpg vs s1_9.jpg;[13, 8, 13, 8, 25, 26, 23, 25];
s1_6.jpg vs s2_11.jpg;[15, 15, 15, 15, 24, 24, 25, 26];
s1_6.jpg vs s1_15.jpg;[18, 18, 18, 18, 32, 28, 25, 26];
s1_6.jpg vs s1_13.jpg;[17, 15, 17, 15, 15, 17, 16, 17];
s1_6.jpg vs s2_2.jpg;[13, 17, 13, 17, 12, 11, 13, 13];
s1_9.jpg vs s2_11.jpg;[20, 17, 20, 17, 17, 16, 16, 19];
s1_9.jpg vs s1_15.jpg;[27, 24, 27, 24, 33, 30, 34, 33];
s1_9.jpg vs s1_13.jpg;[20, 17, 20, 17, 24, 25, 27, 28];
s1_9.jpg vs s2_2.jpg;[24, 23, 24, 23, 31, 31, 28, 28];
s2_11.jpg vs s1_15.jpg;[25, 21, 25, 21, 24, 20, 28, 24];
s2_11.jpg vs s1_13.jpg;[20, 18, 20, 18, 25, 25, 23, 21];
s2_11.jpg vs s2_2.jpg;[16, 18, 16, 18, 22, 21, 20, 21];
s1_15.jpg vs s1_13.jpg;[33, 27, 33, 27, 29, 31, 27, 25];
s1_15.jpg vs s2_2.jpg;[17, 21, 17, 21, 26, 23, 24, 25];
s1_13.jpg vs s2_2.jpg;[22, 20, 22, 20, 19, 22, 19, 22];
